,app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
33,371970,Barony,2015-06-23,1,1,1,7,92,3713,20.0,0.0,0.0,1
34,222660,Retro/Grade,2013-03-20,1,0,0,7,85,207,9.99,9.99,0.0,1
35,237850,Dreamfall Chapters,2017-07-21,1,1,1,7,82,2976,24.99,24.99,0.0,1
36,268220,Meltdown,2014-06-05,1,1,1,7,86,493,6.99,6.99,0.0,1
37,274270,NOT A HERO,2016-07-08,1,1,1,7,86,1563,19.99,19.99,0.0,1
38,281450,Disciples Sacred Lands Gold,2014-10-07,1,0,0,7,85,270,7.99,7.99,0.0,1
39,1259750,Tropico 6 - Spitter,2020-04-23,1,1,1,4,58,36,9.99,9.99,0.0,1
40,296870,Dreaming Sarah,2015-03-12,1,0,1,7,92,2010,5.99,5.99,0.0,1
41,330180,Pix the Cat,2015-01-29,1,1,1,7,87,170,4.99,4.99,0.0,1
42,351920,Crazy Machines 3,2016-10-18,1,0,0,7,94,6817,9.99,9.99,0.0,1
43,397210,Kanji Training Game,2015-09-23,1,0,0,6,75,72,4.99,4.99,0.0,1
44,402130,FlatOut 4: Total Insanity,2017-04-04,1,0,0,4,52,1489,29.99,29.99,0.0,1
45,402710,Osiris: New Dawn,2023-01-18,1,0,0,4,57,12322,19.99,19.99,0.0,1
46,410970,Master of Orion 1,2016-08-25,1,1,1,7,90,279,0.89,5.99,85.0,1
47,415200,Motorsport Manager,2016-11-09,1,1,1,7,91,9753,19.99,19.99,0.0,1
48,410770,Roads of Rome,2015-10-16,1,0,0,7,85,61,3.99,3.99,0.0,1
49,254820,Ground Control Anthology,2015-07-08,1,0,0,7,87,141,4.99,4.99,0.0,1
50,284180,Magicians & Looters,2014-07-01,1,0,0,7,86,74,6.99,6.99,0.0,1
51,286380,Strata,2014-05-29,1,1,1,7,92,131,7.99,7.99,0.0,1
52,288220,Backstage Pass,2016-08-22,1,1,1,7,90,209,29.99,29.99,0.0,1
53,302690,Metal Dead,2014-10-06,1,0,0,7,83,378,4.99,4.99,0.0,1
54,320388,Raid Mode: Album Storage C,2015-02-24,1,0,0,6,70,17,1.99,1.99,0.0,1
55,339350,Choice of Robots,2014-12-19,1,1,1,8,96,1834,6.99,6.99,0.0,1
56,342310,RIOT: Civil Unrest,2019-02-12,1,1,1,4,68,1280,5.09,16.99,70.0,1
57,346500,Road Scars: Origins,2018-04-03,1,0,0,6,71,194,0.99,0.99,0.0,1
58,393831,Magicka 2: Three Cardinals Robe Pack,2015-09-15,1,1,1,5,90,11,4.99,4.99,0.0,1
59,414870,Super Mega Baseball 2,2018-04-30,1,0,0,7,88,988,19.99,19.99,0.0,1
60,419990,Ganbare! Super Strikers,2018-07-26,1,1,1,7,84,57,9.99,9.99,0.0,1
61,434041,Mordheim: City of the Damned - The Smuggler,2016-02-04,1,0,0,5,96,25,1.99,1.99,0.0,1
62,446600,Magi Trials,2016-11-17,1,0,0,7,82,91,12.99,12.99,0.0,1
63,451640,C14 Dating,2016-04-22,1,1,1,5,89,49,19.99,19.99,0.0,1
64,479010,Kodon,2016-06-03,1,0,0,6,70,245,59.99,59.99,0.0,1
65,494150,The Thrill of the Fight - VR Boxing,2019-10-24,1,0,0,8,95,3278,9.99,9.99,0.0,1
66,1198740,Colony Siege,2020-09-07,1,0,0,7,90,155,6.99,6.99,0.0,1
67,35000,Mini Ninjas,2009-09-08,1,0,0,7,90,2895,9.99,9.99,0.0,1
68,37400,Time Gentlemen Please! and Ben There Dan That! Special Edition  Double Pack,2009-08-25,1,0,0,7,86,445,4.99,4.99,0.0,1
69,39690,ArcaniA,2010-10-15,1,0,0,4,56,1720,19.99,19.99,0.0,1
70,65400,Archon Classic,2010-11-02,1,0,0,7,88,124,9.99,9.99,0.0,1
71,208805,Tomb Raider: Pistol Silencer,2013-03-26,1,1,1,6,70,57,0.99,0.99,0.0,1
72,222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,2014-12-16,1,0,0,7,89,1901,14.99,14.99,0.0,1
73,274480,Drox Operative,2014-02-18,1,1,1,7,88,263,19.99,19.99,0.0,1
74,314000,Pool Nation FX Lite,2015-12-07,1,0,0,6,70,1757,9.99,0.0,0.0,1
75,326410,Windward,2015-05-12,1,1,1,7,80,2534,9.99,9.99,0.0,1
76,355920,Pixel Puzzles 2: Space,2016-02-19,1,0,0,7,93,58,4.99,4.99,0.0,1
77,406600,METAL GEAR SOLID V: THE PHANTOM PAIN - Jumpsuit (EVA),2015-10-20,1,0,0,7,86,123,0.99,0.99,0.0,1
78,940980,Phantasmat: The Dread of Oakville Collector's Edition,2018-10-12,1,0,0,5,91,12,9.99,9.99,0.0,1
79,433550,DARQ: Complete Edition,2019-08-15,1,0,0,7,93,3122,19.99,19.99,0.0,1
80,436550,Homeworld: Deserts of Kharak - Soundtrack,2016-01-20,1,1,0,5,86,23,7.99,7.99,0.0,1
81,438450,3DF Zephyr Lite Steam Edition,2016-02-02,1,0,0,7,96,58,199.99,199.99,0.0,1
82,439500,LEGO® MARVEL's Avengers DLC - The Masters of Evil Pack,2016-03-29,1,0,0,5,93,16,2.99,2.99,0.0,1
83,910320,Three Kingdoms 2019 阿达三国志2019 横版,2018-09-18,1,0,0,6,76,326,0.0,0.0,0.0,1
84,284750,Enigmatis: The Ghosts of Maple Creek,2014-10-16,1,1,1,7,84,1002,9.99,9.99,0.0,1
85,298930,Darkness Within 1: In Pursuit of Loath Nolder,2014-11-13,1,0,0,6,74,450,7.99,7.99,0.0,1
86,302350,Tex Murphy: Under a Killing Moon,2014-06-12,1,1,1,7,96,93,9.99,9.99,0.0,1
87,308270,Buzz Aldrin's Space Program Manager,2014-10-31,1,1,0,6,75,381,29.99,29.99,0.0,1
88,317030,Fatty Bear's Birthday Surprise,2014-10-23,1,1,1,7,91,85,6.99,6.99,0.0,1
89,325990,Train Simulator: Semmeringbahn - Mürzzuschlag to Gloggnitz Route Add-On,2015-12-11,1,0,0,7,87,110,19.99,19.99,0.0,1
90,376980,Invisible Inc. Contingency Plan,2015-11-12,1,1,1,7,91,85,4.99,4.99,0.0,1
91,382400,Dungeons 2 - A Game of Winter,2015-10-15,1,1,1,4,62,105,7.99,7.99,0.0,1
92,388290,Just Cause™ 3 - Combat Buggy,2015-12-01,1,0,0,4,47,115,1.99,1.99,0.0,1
93,402260,Dead Secret,2016-03-28,1,1,0,7,80,442,14.99,14.99,0.0,1
94,429300,Sepia Tears,2016-01-08,1,1,1,7,88,886,0.0,0.0,0.0,1
95,435300,We Know the Devil,2016-02-15,1,1,0,7,93,689,6.66,6.66,0.0,1
96,450500,Ace of Seafood,2016-04-08,1,0,0,7,90,434,11.99,11.99,0.0,1
97,466546,The Phantom Limb Level Pack,2016-11-15,1,0,0,4,55,69,2.99,2.99,0.0,1
98,558240,Euro Truck Simulator 2 - Dragon Truck Design Pack,2017-02-01,1,1,1,7,89,85,1.99,1.99,0.0,1
99,563190,de Blob 2,2017-06-22,1,0,0,7,93,104,19.99,19.99,0.0,1
100,574310,The Mooseman,2017-02-17,1,1,1,7,90,829,6.99,6.99,0.0,1
101,929103,ACE COMBAT™ 7: SKIES UNKNOWN - F-4E Phantom II + 3 Skins,2019-03-04,1,0,0,7,92,64,2.99,2.99,0.0,1
102,939060,Farm Together - Supporters Pack,2018-10-11,1,1,1,5,90,44,1.99,1.99,0.0,1
103,520720,Dear Esther: Landmark Edition,2017-02-14,1,1,0,6,78,1591,9.99,9.99,0.0,1
104,527420,Demon Hunter 3: Revelation,2016-12-01,1,1,1,7,88,148,9.99,9.99,0.0,1
105,529590,Please Don't Touch Anything 3D,2016-12-07,1,1,0,7,85,828,9.99,9.99,0.0,1
106,545600,Vigilantes,2018-10-03,1,1,1,7,80,252,14.99,14.99,0.0,1
107,555530,A-10C: Advanced Aircraft Training Qualification Campaign,2017-02-23,1,0,0,6,70,10,9.99,9.99,0.0,1
108,555580,The Legend of Dark Witch 2 （魔神少女エピソード２）,2017-01-20,1,0,0,7,90,51,9.99,9.99,0.0,1
109,610070,Rain World - Soundtrack,2017-03-27,0,0,0,5,80,30,9.99,9.99,0.0,1
110,657280,Rytmik Studio,2017-11-15,1,1,0,7,87,237,29.99,29.99,0.0,1
111,727980,Injustice™ 2 - Black Manta,2017-11-14,1,0,0,5,82,23,2.39,5.99,60.0,1
112,739210,My Coloring Book: Transport,2017-11-21,1,1,1,5,94,36,0.99,0.99,0.0,1
113,765410,Bean Battles,2018-08-22,1,0,0,7,94,5671,0.49,0.99,50.0,1
114,765770,Forest Legends: The Call of Love Collector's Edition,2017-12-20,1,0,0,5,85,34,9.99,9.99,0.0,1
115,769750,Gravel Ice and Fire,2018-03-28,1,0,0,5,81,16,9.99,9.99,0.0,1
116,829960,MechWarrior Online™ Solaris 7 Hero Pack,2018-04-17,1,0,0,7,82,50,29.99,29.99,0.0,1
117,864610,Magic Realm: Online,2019-11-22,1,0,0,6,78,37,3.89,12.99,70.0,1
118,884420,The Last Wizard,2018-08-03,1,1,1,5,80,20,2.99,4.99,40.0,1
119,412790,Adventure Time: Magic Man's Head Games,2016-04-05,1,0,0,6,74,199,4.99,4.99,0.0,1
120,367120,Seduce Me the Otome,2015-06-04,1,1,1,7,86,2149,0.0,0.0,0.0,1
121,395620,Ittle Dew 2+,2016-11-15,1,1,1,7,89,273,14.99,14.99,0.0,1
122,401628,Batman™: Arkham Knight - GCPD Lockdown,2015-10-28,1,0,0,6,74,103,0.99,1.99,50.0,1
123,457570,Camp Sunshine,2016-10-27,1,1,0,7,91,220,6.99,6.99,0.0,1
124,467760,Trapper's Delight,2018-03-06,1,1,0,7,92,223,7.99,7.99,0.0,1
125,480520,Street Fighter V - Capcom Pro Tour 2016 Pack,2017-10-24,1,0,0,5,87,31,4.99,9.99,50.0,1
126,522120,RWBY: Grimm Eclipse - JNPR,2016-10-13,1,1,0,7,96,176,4.99,4.99,0.0,1
127,358141,Halloween + Debut Costume Set,2015-03-30,1,0,0,5,93,31,64.99,64.99,0.0,1
128,542770,Castle Must Be Mine,2018-07-13,1,0,0,7,90,227,15.99,15.99,0.0,1
129,581270,Old Man's Journey,2017-05-17,1,1,0,7,88,2026,3.99,7.99,50.0,1
130,583270,Cosmic Express,2017-03-16,1,1,1,7,94,321,9.99,9.99,0.0,1
131,589530,Hakuoki: Kyoto Winds,2017-08-24,1,0,0,7,92,1267,9.99,9.99,0.0,1
132,620220,Catmaze,2018-05-24,1,1,1,7,85,426,9.99,9.99,0.0,1
133,622680,Mayhem in Single Valley,2021-05-20,1,0,0,7,86,123,14.99,14.99,0.0,1
134,640900,King Arthur's Gold: Flags of the World Heads Pack,2017-06-13,1,0,1,5,95,21,1.99,1.99,0.0,1
135,654220,Flash Point: Fire Rescue,2018-03-29,1,1,1,7,80,119,19.99,19.99,0.0,1
136,684450,Surviving the Aftermath,2021-11-16,1,0,0,6,72,2395,29.99,29.99,0.0,1
137,686710,Shantae: Friends to the End,2017-12-12,1,0,0,4,44,52,7.99,7.99,0.0,1
138,696370,BROKE PROTOCOL: Online City RPG,2017-08-26,1,0,0,7,81,1507,4.99,4.99,0.0,1
139,416420,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Shikamaru's Tale Extra Scenario Pack,2016-03-14,1,0,0,7,82,95,9.99,9.99,0.0,1
140,460120,Megadimension Neptunia VII,2016-07-05,1,0,0,8,95,2626,19.99,19.99,0.0,1
141,460430,The Letter - Horror Visual Novel,2017-07-24,1,1,1,7,88,1086,19.99,19.99,0.0,1
142,491492,FSX Steam Edition: McDonnell Douglas A-4 Skyhawk™ Add-On,2016-09-06,1,0,0,5,80,10,12.99,12.99,0.0,1
143,498310,RPG in a Box,2022-05-10,1,1,0,7,92,153,29.99,29.99,0.0,1
144,537770,Gal*Gun: Double Peace - 'Pheromone Z' Item,2016-10-20,1,0,0,5,91,12,89.99,89.99,0.0,1
145,550400,Delicious - Emily's Hopes and Fears,2017-01-02,1,1,0,7,93,64,12.99,12.99,0.0,1
146,568040,Macbat 64,2017-03-17,1,0,0,7,91,282,1.99,1.99,0.0,1
147,584096,Little Nightmares The Hideaway DLC,2017-11-09,1,0,0,6,76,309,3.99,3.99,0.0,1
148,588730,Majotori,2017-03-28,1,1,1,8,97,1352,5.99,5.99,0.0,1
149,292050,Valkyrie Hat (or 'Buy Us Coffee') DLC for Secrets of Grindea,2015-07-13,1,0,0,5,100,43,4.99,4.99,0.0,1
150,623280,Dungeons & Dragons: Dark Alliance,2021-06-21,1,0,0,4,50,3654,29.99,29.99,0.0,1
151,673130,AMID EVIL,2019-06-20,1,0,0,8,95,4854,19.99,19.99,0.0,1
152,699180,Human-powered spacecraft,2018-05-03,1,0,0,7,92,550,0.99,0.99,0.0,1
153,711681,Dungeons 3 - Lord of the Kings,2018-04-20,1,1,1,6,73,53,4.99,4.99,0.0,1
154,732400,PlataGO! Super Platform Game Maker,2019-06-13,1,0,0,6,75,92,19.99,19.99,0.0,1
155,755790,Ring of Elysium,2019-06-24,1,0,0,6,74,100444,0.0,0.0,0.0,1
156,758580,Grim Tales: The Wishes Collector's Edition,2017-12-04,1,0,0,6,77,18,9.99,9.99,0.0,1
157,758980,Poker Legends: Texas Hold'em Poker Tournaments,2018-04-04,1,1,0,6,76,591,0.0,0.0,0.0,1
158,316447,DW8XLCE - UNIQUE WEAPON PACK,2014-08-06,1,0,0,5,93,15,4.99,4.99,0.0,1
159,319017,Hyperdimension Neptunia Re;Birth1 Additional Content1,2015-01-21,1,0,0,5,100,21,0.99,0.99,0.0,1
160,528050,Tales of Berseria™ - Summer Holiday Costume Pack,2017-01-31,1,0,0,5,92,41,11.99,11.99,0.0,1
161,566530,Mass Exodus Redux,2017-05-04,1,0,0,6,76,255,14.99,14.99,0.0,1
162,567340,The Deal,2017-02-17,1,0,0,7,88,54,0.59,5.99,90.0,1
163,570770,古剑奇谭二(GuJian2),2017-09-07,1,0,0,6,76,2276,15.99,15.99,0.0,1
164,573320,Underhero,2018-09-19,1,1,1,7,91,588,14.99,14.99,0.0,1
165,580640,End State,2022-12-01,1,0,0,6,72,80,19.99,19.99,0.0,1
166,599610,Lost Words: Beyond the Page,2021-04-06,1,0,0,7,95,382,14.99,14.99,0.0,1
167,603330,Blasted Road Terror,2018-04-18,1,0,0,7,84,71,8.99,8.99,0.0,1
168,605990,Heart's Medicine - Hospital Heat,2017-05-23,1,1,0,7,96,295,12.99,12.99,0.0,1
169,358370,Terminal Velocity,2014-05-05,1,1,0,5,90,43,6.99,6.99,0.0,1
170,665270,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,2017-10-07,1,0,0,7,96,303,9.99,9.99,0.0,1
171,672630,Academia : School Simulator,2021-01-28,1,1,0,7,85,2170,19.99,19.99,0.0,1
172,716710,東方憑依華　～ Antinomy of Common Flowers.,2018-01-05,1,0,0,7,90,1662,24.99,24.99,0.0,1
173,727910,Titanic: The Experience,2017-10-30,1,0,0,4,57,257,3.99,3.99,0.0,1
174,728300,F-15C: The Georgian War Campaign,2018-01-12,1,0,0,5,87,47,9.99,9.99,0.0,1
175,734740,100% Orange Juice - Core Voice Pack 1,2017-10-26,1,0,0,7,96,79,2.99,2.99,0.0,1
176,746820,Tempest - Jade Sea,2018-02-15,1,1,0,4,61,34,4.99,4.99,0.0,1
177,779280,The Disappearing of Gensokyo: Sakuya Koishi Suika Character Pack,2018-01-12,1,0,0,7,97,73,2.99,2.99,0.0,1
178,815450,Cardinal Cross,2018-07-09,1,1,1,7,94,172,11.99,11.99,0.0,1
179,448240,Hybrid Animals,2016-08-29,1,0,0,4,55,347,6.99,6.99,0.0,1
180,453400,Squad - Original Soundtrack Vol. 1 & 2,2016-04-29,0,0,0,7,93,97,6.99,6.99,0.0,1
181,453990,Mibibli's Quest,2016-08-04,1,1,0,7,96,62,2.99,5.99,50.0,1
182,463720,Goat Simulator: Waste of Space,2016-05-26,1,1,1,7,90,363,4.99,4.99,0.0,1
183,465720,Demon Hunter 2: New Chapter,2016-07-21,1,1,1,6,71,128,9.99,9.99,0.0,1
184,470210,Rocketbirds 2 Evolution,2017-01-26,1,0,0,6,77,303,9.99,9.99,0.0,1
185,493080,Card Quest,2017-11-07,1,1,0,7,88,256,9.99,9.99,0.0,1
186,497780,Recursed,2016-09-30,1,1,1,7,97,391,7.99,7.99,0.0,1
187,525480,.hack//G.U. Last Recode,2017-11-03,1,0,0,7,87,2589,49.99,49.99,0.0,1
188,530595,Defense Coin & Madhouse Mode Unlock,2017-12-11,1,0,0,5,80,26,0.0,0.0,0.0,1
189,544390,NITE Team 4 - Military Hacking Division,2019-02-26,1,1,0,7,91,870,19.99,19.99,0.0,1
190,554820,VideoPad Video Editor,2016-12-01,1,1,0,7,80,51,99.99,99.99,0.0,1
191,359496,Lady & Trish Costumes,2015-06-23,1,0,0,5,85,48,3.99,3.99,0.0,1
192,6880,Just Cause,2007-03-15,1,0,0,4,67,3661,6.99,6.99,0.0,1
193,566540,Labyrinth of Refrain: Coven of Dusk,2018-09-18,1,0,0,6,77,825,49.99,49.99,0.0,1
194,582500,We Were Here,2017-02-03,1,1,0,7,91,21568,0.0,0.0,0.0,1
195,708760,Social Club VR : Casino Nights,2018-06-21,1,0,0,6,78,47,19.99,19.99,0.0,1
196,720750,LEGO® Marvel Super Heroes 2 - Marvel's Black Panther Movie Character and Level Pack,2018-02-13,1,0,0,4,66,15,2.99,2.99,0.0,1
197,756440,Your Bunny Wrote,2017-12-03,1,0,0,5,92,41,0.27,1.99,86.0,1
198,758480,Ukrainian ball in search of gas,2017-12-08,1,0,0,7,95,451,0.99,0.99,0.0,1
199,826540,Audio Trip,2022-12-19,1,0,0,7,89,224,19.99,19.99,0.0,1
200,575940,The Tenth Line,2017-03-17,1,1,0,7,86,102,7.99,7.99,0.0,1
201,589860,SoulSet,2017-02-07,1,1,1,7,91,112,8.49,16.99,50.0,1
202,604240,Shotgun Farmers: Grow Your Guns,2019-03-08,1,1,1,7,93,8643,4.99,9.99,50.0,1
203,605920,VOLTED,2018-07-10,1,0,0,7,85,130,4.99,4.99,0.0,1
204,613230,Planescape: Torment: Enhanced Edition Official Soundtrack,2017-04-11,0,0,0,6,70,17,9.99,9.99,0.0,1
205,617160,Home Sweet Home,2017-09-26,1,0,0,7,88,2777,15.99,15.99,0.0,1
206,645500,Cat Sorter VR,2017-08-29,1,0,0,5,82,28,9.99,9.99,0.0,1
207,684050,Achievement Idler: Black,2018-04-13,1,0,0,7,83,305,0.99,0.99,0.0,1
208,704300,Bartender VR Simulator,2018-02-09,1,0,0,4,60,133,19.99,19.99,0.0,1
209,736580,CPUCores :: Network Monitor Lite,2018-10-26,1,0,0,5,80,15,4.99,4.99,0.0,1
210,744680,Neverwinter Nights: Heroes of Neverwinter,2018-03-27,1,1,1,4,53,13,2.99,2.99,0.0,1
211,749840,The Boogie Man,2018-02-12,1,0,0,7,82,160,2.99,2.99,0.0,1
212,786990,SpellKeeper,2018-04-03,1,1,0,5,90,33,0.51,3.99,87.0,1
213,801980,Kingdom Come: Deliverance – Artbook,2018-02-14,1,0,0,7,95,64,3.99,3.99,0.0,1
214,2277010,Postmouse Soundtrack,2023-01-30,0,0,0,5,100,27,0.0,0.0,0.0,1
215,803600,Disgaea 5 Complete,2018-10-22,1,0,0,7,88,2542,39.99,39.99,0.0,1
216,824720,Pure Rock Crawling,2018-04-11,1,0,0,7,84,930,14.99,14.99,0.0,1
217,834760,Robot Wants It All,2019-04-04,1,0,1,7,89,103,19.99,19.99,0.0,1
218,850450,Escape First,2018-05-10,1,0,0,4,64,339,5.99,5.99,0.0,1
219,1600150,Tiny Bunny: Full Soundtrack,2021-04-23,0,0,0,7,98,97,3.99,3.99,0.0,1
220,1568680,DJMAX RESPECT V - Portable 3 PACK,2021-04-18,1,0,0,7,87,169,19.99,19.99,0.0,1
221,55100,Homefront,2011-03-14,1,0,0,4,63,3055,19.99,19.99,0.0,1
222,208292,Train Simulator: Southern Pacific Cab Forward Loco Add-On,2012-08-23,1,0,0,6,76,17,19.99,19.99,0.0,1
223,221910,The Stanley Parable,2013-10-17,1,1,1,7,92,37766,14.99,14.99,0.0,1
224,222573,Train Simulator: Western Pacific GP20 High Nose Loco Add-On,2016-04-28,1,0,0,5,100,18,19.99,19.99,0.0,1
225,260690,Dark Fall: The Journal,2013-12-03,1,0,0,6,77,184,4.99,4.99,0.0,1
226,267780,Talisman - The Highland Expansion,2015-03-06,1,1,0,5,87,16,4.99,4.99,0.0,1
227,287900,Pro Pinball Ultra,2016-07-21,1,1,1,7,82,200,14.99,14.99,0.0,1
228,292800,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,2014-05-15,1,1,1,7,96,266,6.99,6.99,0.0,1
229,296470,Mount Your Friends,2014-07-29,1,0,0,8,95,5100,1.74,4.99,65.0,1
230,343370,SLAMMED!,2015-01-30,1,1,1,7,95,101,6.99,6.99,0.0,1
231,350640,Sherlock Holmes: The Devil's Daughter,2016-06-10,1,0,0,7,80,10208,29.99,29.99,0.0,1
232,353850,Reassembly Soundtrack,2015-03-02,0,0,0,5,100,10,4.99,4.99,0.0,1
233,358190,Blake Stone: Aliens of Gold,2015-05-05,1,1,0,7,98,60,4.99,4.99,0.0,1
234,358220,Mystic Towers,2014-05-05,1,1,0,5,85,20,4.99,4.99,0.0,1
235,929480,Hatsune Miku VR - 5 songs pack 1,2018-10-02,1,0,0,5,88,17,11.99,11.99,0.0,1
236,319810,RER2 Episode Two: Contemplation,2015-03-03,1,0,0,7,90,140,5.99,5.99,0.0,1
237,360650,12 Labours of Hercules III: Girl Power,2015-08-07,1,1,1,7,86,744,1.49,2.99,50.0,1
238,365380,Battle Brothers - Soundtrack,2017-03-24,0,0,0,5,89,29,4.99,4.99,0.0,1
239,215100,Ragnarok Online,2013-10-31,1,0,0,6,74,1968,0.0,0.0,0.0,1
240,6040,The Dig®,2009-07-08,1,1,0,7,92,902,2.09,5.99,65.0,1
241,3920,Sid Meier's Pirates!,2005-07-11,1,0,0,7,94,4607,2.49,9.99,75.0,1
242,15920,Luxor 2,2008-06-10,1,0,0,4,48,27,9.99,9.99,0.0,1
243,25010,Lugaru HD,2010-10-08,1,1,1,7,84,267,9.99,9.99,0.0,1
244,31900,Nancy Drew®: The Creature of Kapu Cave,2009-07-17,1,0,0,4,69,96,6.99,6.99,0.0,1
245,31220,Sam & Max: The Devil’s Playhouse,2010-04-15,1,1,0,7,92,272,9.99,9.99,0.0,1
246,206690,iBomber Defense Pacific,2012-03-01,1,1,1,7,85,140,4.99,4.99,0.0,1
247,213350,MDK2 HD,2012-07-30,1,0,0,4,59,120,14.99,14.99,0.0,1
248,65270,Demolition Company Gold Edition,2011-08-04,1,0,0,7,87,280,9.99,9.99,0.0,1
249,224960,Tomb Raider I,2012-11-28,1,0,0,7,85,3537,6.99,6.99,0.0,1
250,65600,Gothic 3: Forsaken Gods Enhanced Edition,2011-03-22,1,0,0,4,48,751,9.99,9.99,0.0,1
251,33180,Zombie Shooter 2,2009-11-18,1,0,0,6,79,346,9.99,9.99,0.0,1
252,246300,Paranormal,2013-09-12,1,1,0,4,59,367,9.99,9.99,0.0,1
253,914890,Nine Noir Lives,2022-09-07,1,1,1,5,87,39,19.99,19.99,0.0,1
254,920567,Resident Evil 2 - Original Ver. Soundtrack Swap,2019-01-24,1,0,0,7,87,271,2.99,2.99,0.0,1
255,971690,Cake Bash,2020-10-14,1,0,0,7,90,185,19.99,19.99,0.0,1
256,984470,Big Dipper,2019-01-07,1,1,1,7,92,123,4.99,4.99,0.0,1
257,998790,Piczle Lines DX+α,2019-03-21,1,0,0,5,80,31,9.99,9.99,0.0,1
258,1016770,Interrogation: You will be deceived,2019-12-05,1,1,1,7,81,226,12.99,12.99,0.0,1
259,1046230,Soccer Player Simulator,2019-03-27,1,0,0,7,81,198,0.99,0.99,0.0,1
260,1054340,Logic World,2021-10-22,1,1,1,7,94,228,15.0,15.0,0.0,1
261,1072480,The Fisherman - Fishing Planet,2019-10-17,1,0,0,4,62,666,29.99,29.99,0.0,1
262,1087760,The Gunk,2022-04-29,1,0,0,7,84,400,24.99,24.99,0.0,1
